Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Brand,isFIFA,isSuperMario,isGTA,isPokemon,isCOD,isNFS,FIFASales,MarioSales,GTASales,PokeSales,CODSales,NFSSales,NA_Mil_Sales,EU_Mil_Sales,JP_Mil_Sales,Other_Mil_Sales,Global_Mil_Sales,Genre_Filtered,NOT_NA_MIL
127,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2550000,2710000,250000,1050000,6560000,Role-Playing,4010000
129,Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2640000,2560000,160000,1140000,6500000,Action,3860000
130,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4980000,1300000,80000,70000,6430000,Shooter,1450000
131,Pokemon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,00s,Pokemon,0,0,0,1,0,0,0,0,0,6.41,0,0,2570000,1580000,2060000,210000,6410000,Role-Playing,3840000
132,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3640000,1200000,1490000,70000,6400000,Role-Playing,2760000
133,Pokemon Crystal Version,GB,2000,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,00s,Pokemon,0,0,0,1,0,0,0,0,0,6.39,0,0,2550000,1560000,1290000,990000,6390000,Role-Playing,3840000
134,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4340000,1350000,60000,610000,6360000,Shooter,2020000
135,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3700000,1970000,90000,570000,6340000,Action,2640000
136,Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,00s,Super Mario,0,1,0,0,0,0,0,6.31,0,0,0,0,4010000,1260000,870000,170000,6310000,Platfrom,2300000
137,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2470000,830000,2870000,120000,6300000,Other,3830000
138,World of Warcraft,PC,2004,Role-Playing,Activision,0.07,6.21,0,0,6.28,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,70000,6210000,7297,9533,6280000,Role-Playing,6210000
139,Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3110000,2800000,20000,330000,6270000,Action,3160000
140,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3920000,1780000,30000,510000,6240000,Sports,2320000
141,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4050000,1620000,70000,490000,6240000,Shooter,2190000
142,Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3540000,1900000,70000,600000,6110000,Shooter,2570000
143,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2450000,2010000,870000,720000,6050000,Action,3600000
144,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4470000,1200000,160000,190000,6030000,Platfrom,1560000
145,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2630000,1740000,830000,830000,6030000,Action,3400000
146,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3180000,1830000,780000,240000,6030000,Action,2850000
147,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2410000,2280000,280000,1010000,5990000,Action,3580000
148,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74,5.95,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1880000,9014,2330000,1740000,5950000,Role-Playing,4070000
149,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2800000,2050000,170000,900000,5920000,Platfrom,3120000
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,660000,690000,4350000,150000,5840000,Role-Playing,5180000
151,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.66,1.63,0,0.53,5.83,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3660000,1630000,9512,530000,5830000,Action,2170000
152,Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1880000,1470000,2020000,450000,5820000,Action,3940000
153,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2260000,1890000,1360000,230000,5740000,Other,3480000
154,Cooking Mama,DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3130000,1940000,70000,580000,5720000,Other,2590000
155,Destiny,PS4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2490000,2050000,160000,960000,5650000,Shooter,3160000
157,Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2540000,1950000,210000,870000,5570000,Action,3030000
158,Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2950000,600000,1970000,40000,5550000,Other,2600000
159,Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3280000,1650000,70000,550000,5550000,Other,2270000
160,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2700000,1910000,110000,800000,5530000,Action,2830000
161,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2990000,1920000,100000,510000,5510000,Racing,2520000
162,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,470000,570000,4130000,340000,5500000,Role-Playing,5030000
163,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,00s,Super Mario,0,1,0,0,0,0,0,5.49,0,0,0,0,3140000,1240000,910000,200000,5490000,Platfrom,2350000
164,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2620000,1640000,990000,230000,5470000,Racing,2850000
165,Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,00s,Super Mario,0,1,0,0,0,0,0,5.46,0,0,0,0,3210000,1110000,950000,200000,5460000,Platfrom,2250000
166,Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,90s,Pokemon,0,0,0,1,0,0,0,0,0,5.45,0,0,3180000,1240000,940000,90000,5450000,Other,2270000
167,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.87,0,0.84,5.43,00s,Call of Duty,0,0,0,0,1,0,0,0,0,0,5.43,0,2720000,1870000,2057,840000,5430000,Shooter,2710000
168,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2070000,2290000,240000,820000,5420000,Platfrom,3350000
169,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0,0.94,5.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1970000,2510000,3376,940000,5420000,Other,3450000
170,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1740000,1240000,1870000,520000,5360000,Role-Playing,3620000
172,Pokemon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,90s,Pokemon,0,0,0,1,0,0,0,0,0,5.31,0,0,3020000,1120000,1010000,160000,5310000,Other,2290000
173,Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3130000,1710000,30000,440000,5300000,Action,2170000
174,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1620000,770000,2780000,140000,5300000,Role-Playing,3680000
175,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1920000,1080000,2110000,170000,5290000,Role-Playing,3370000
176,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3330000,790000,1090000,60000,5270000,Platfrom,1940000
177,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3100000,1560000,80000,510000,5270000,Action,2170000
178,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1220000,2480000,1030000,520000,5260000,Other,4040000
179,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2300000,2460000,200000,280000,5240000,Action,2940000
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,650000,750000,3610000,200000,5210000,Role-Playing,4560000
182,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0,0.62,5.2,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2430000,2150000,2049,620000,5200000,Role-Playing,2770000
183,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,00s,Super Mario,0,1,0,0,0,0,0,5.2,0,0,0,0,2930000,1250000,830000,200000,5200000,Platfrom,2270000
184,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,10s,Super Mario,0,1,0,0,0,0,0,5.19,0,0,0,0,2320000,1300000,1270000,310000,5190000,Platfrom,2870000
185,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,90s,Super Mario,0,1,0,0,0,0,0,5.19,0,0,0,0,2490000,980000,1570000,150000,5190000,Platfrom,2700000
186,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,10s,FIFA,1,0,0,0,0,0,5.18,0,0,0,0,0,1080000,3480000,30000,580000,5180000,Action,4100000
187,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1900000,1830000,950000,490000,5170000,Action,3270000
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2100000,740000,2200000,110000,5150000,Platfrom,3050000
189,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,960000,2020000,1890000,280000,5150000,Other,4190000
190,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,5.14,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1640000,2480000,440000,580000,5140000,Sports,3500000
191,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1980000,2230000,130000,800000,5130000,Shooter,3150000
192,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2710000,610000,1700000,110000,5130000,Platfrom,2420000
193,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3590000,1110000,50000,380000,5130000,Role-Playing,1540000
194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,10s,Call of Duty,0,0,0,0,1,0,0,0,0,0,5.13,0,3210000,1530000,10000,380000,5130000,Shooter,1920000
195,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0,0.2,5.12,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3220000,1690000,8674,200000,5120000,Other,1900000
196,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0,0.68,5.12,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3810000,630000,5380,680000,5120000,Other,1310000
197,Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1960000,1430000,1080000,650000,5110000,Action,3150000
198,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0,0.41,5.08,10s,GTA,0,0,1,0,0,0,0,0,5.08,0,0,0,2660000,2010000,6018,410000,5080000,Action,2420000
199,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,00s,GTA,0,0,1,0,0,0,0,0,5.08,0,0,0,1700000,2020000,160000,1210000,5080000,Action,3380000
200,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,10s,FIFA,1,0,0,0,0,0,5.08,0,0,0,0,0,600000,3290000,60000,1130000,5080000,Sports,4480000
201,Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,90s,Super Mario,0,1,0,0,0,0,0,5.07,0,0,0,0,3400000,1300000,150000,220000,5070000,Platfrom,1670000
202,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2050000,1160000,1110000,730000,5050000,Action,3000000
203,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3420000,1380000,20000,200000,5020000,Sports,1600000
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2590000,1060000,800000,570000,5020000,Other,2430000
205,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33,5.01,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2790000,1890000,687,330000,5010000,Other,2220000
206,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3360000,1360000,70000,210000,5000000,Platfrom,1640000
207,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3060000,1180000,290000,460000,5000000,Shooter,1940000
208,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3490000,10000,10000,1480000,4980000,Other,1490000
209,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3390000,1030000,90000,440000,4960000,Role-Playing,1570000
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,00s,Pokemon,0,0,0,1,0,0,0,0,0,4.96,0,0,1850000,1200000,1540000,370000,4960000,Role-Playing,3110000
211,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2310000,1730000,120000,780000,4940000,Action,2630000
212,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3980000,260000,10000,660000,4910000,Sports,930000
213,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.89,1.54,0,0.46,4.9,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2890000,1540000,3068,460000,4900000,Action,2010000
214,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2910000,990000,890000,100000,4880000,Racing,1970000
215,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,4.87,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2471,6714,4870000,7301,4870000,Role-Playing,4867529
216,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2620000,600000,1520000,100000,4850000,Other,2230000
217,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2740000,1360000,120000,630000,4840000,Action,2100000
218,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0,0.59,4.83,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2560000,1680000,6577,590000,4830000,Other,2270000
219,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.83,4.83,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1910000,2000000,90000,830000,4830000,Other,2920000
220,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,10s,FIFA,1,0,0,0,0,0,4.82,0,0,0,0,0,570000,3140000,40000,1070000,4820000,Sports,4250000
221,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2570000,1570000,440000,210000,4790000,Racing,2220000
222,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,10s,FIFA,1,0,0,0,0,0,4.77,0,0,0,0,0,280000,3750000,60000,690000,4770000,Sports,4490000
223,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2990000,1310000,40000,410000,4760000,Action,1770000
224,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2360000,2100000,20000,250000,4730000,Action,2370000
225,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79,4.7,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1730000,2190000,5814,790000,4700000,Racing,2970000
226,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3050000,1410000,20000,200000,4680000,Sports,1630000
227,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1870000,1120000,1320000,370000,4680000,Other,2810000
228,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1940000,1950000,80000,700000,4670000,Action,2730000
229,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2080000,2040000,60000,470000,4640000,Racing,2560000
230,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2290000,1970000,130000,240000,4630000,Action,2340000
231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0,0.44,4.62,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3060000,1120000,7170,440000,4620000,Other,1560000
232,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2420000,910000,1150000,130000,4610000,Action,2190000
233,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2600000,990000,890000,130000,4600000,Action,2000000
234,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1890000,1990000,220000,480000,4580000,Sports,2690000
235,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1780000,1390000,1100000,300000,4580000,Action,2800000
236,Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1550000,1150000,1440000,430000,4570000,Shooter,3020000
237,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1780000,1870000,70000,820000,4550000,Action,2770000
238,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3190000,920000,10000,420000,4530000,Other,1340000
239,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4180000,260000,10000,80000,4530000,Sports,350000
241,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3630000,240000,10000,610000,4490000,Sports,860000
242,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2710000,1510000,30000,230000,4480000,Action,1770000
243,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,140000,4100000,20000,4470000,Role-Playing,4270000
244,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1960000,1690000,80000,740000,4470000,Action,2510000
245,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,10s,Call of Duty,0,0,0,0,1,0,0,0,0,0,4.45,0,1540000,1940000,190000,770000,4450000,Shooter,2910000
246,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2710000,1290000,20000,430000,4450000,Action,1740000
247,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2550000,1110000,460000,330000,4440000,Other,1890000
248,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2670000,1350000,10000,390000,4420000,Other,1750000
249,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2660000,1290000,10000,460000,4410000,Sports,1750000
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,100000,2390000,1050000,860000,4390000,Sports,4290000
251,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2820000,1050000,130000,400000,4390000,Role-Playing,1570000
253,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,00s,Need for Speed,0,0,0,0,0,1,0,0,0,0,0,4.37,2030000,1790000,80000,470000,4370000,Racing,2340000
254,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1730000,1730000,140000,750000,4350000,Shooter,2620000
255,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3030000,910000,260000,130000,4340000,Platfrom,1310000
